SUSCEPTIBLE, EXPOSED, ASYMPTOMATIC, PREINFECTED, INFECTED, HOSPITALIZING, VENTILATING, RECOVERED, DEAD
625320, 0, 504, 136, 0, 0, 0, 0, 0
625316, 4, 504, 136, 0, 0, 0, 0, 0
625316, 4, 504, 136, 0, 0, 0, 0, 0
625316, 4, 504, 136, 0, 0, 0, 0, 0
625316, 4, 504, 136, 0, 0, 0, 0, 0
625316, 4, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
625312, 8, 504, 136, 0, 0, 0, 0, 0
